Gene stable ID	Gene stable ID version	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Plex1	Plex19	Plex70
ENSG00000232543	ENSG00000232543.2	IGHD4-11	immunoglobulin heavy diversity 4-11 (non-functional) [Source:HGNC Symbol;Acc:5502]	14	106369474	106369489	del	del	del
ENSG00000211923	ENSG00000211923.1	IGHD3-10	immunoglobulin heavy diversity 3-10 [Source:HGNC Symbol;Acc:5495]	14	106370355	106370385	del	del	del
ENSG00000211924	ENSG00000211924.1	IGHD3-9	immunoglobulin heavy diversity 3-9 [Source:HGNC Symbol;Acc:5499]	14	106370539	106370569	del	del	del
ENSG00000211925	ENSG00000211925.1	IGHD2-8	immunoglobulin heavy diversity 2-8 [Source:HGNC Symbol;Acc:5492]	14	106373069	106373099	del	del	del
ENSG00000237197	ENSG00000237197.1	IGHD1-7	immunoglobulin heavy diversity 1-7 [Source:HGNC Symbol;Acc:5486]	14	106375766	106375782	del	del	del
ENSG00000228131	ENSG00000228131.1	IGHD6-6	immunoglobulin heavy diversity 6-6 [Source:HGNC Symbol;Acc:5517]	14	106376269	106376286	del	del	del
ENSG00000211928	ENSG00000211928.1	IGHD5-5	immunoglobulin heavy diversity 5-5 [Source:HGNC Symbol;Acc:5511]	14	106378116	106378135	del	del	del
ENSG00000233655	ENSG00000233655.1	IGHD4-4	immunoglobulin heavy diversity 4-4 [Source:HGNC Symbol;Acc:5505]	14	106379081	106379096	del	del	del
ENSG00000211930	ENSG00000211930.1	IGHD3-3	immunoglobulin heavy diversity 3-3 [Source:HGNC Symbol;Acc:5498]	14	106380218	106380248	del	del	del
ENSG00000211931	ENSG00000211931.1	IGHD2-2	immunoglobulin heavy diversity 2-2 [Source:HGNC Symbol;Acc:5490]	14	106382685	106382715	del	del	del
ENSG00000236170	ENSG00000236170.1	IGHD1-1	immunoglobulin heavy diversity 1-1 [Source:HGNC Symbol;Acc:5482]	14	106385361	106385377	del	del	del
ENSG00000211933	ENSG00000211933.2	IGHV6-1	immunoglobulin heavy variable 6-1 [Source:HGNC Symbol;Acc:5662]	14	106405611	106406108		del	del
ENSG00000254279	ENSG00000254279.1	IGHVII-1-1	immunoglobulin heavy variable (II)-1-1 (pseudogene) [Source:HGNC Symbol;Acc:5670]	14	106411066	106411245		del	del
ENSG00000211934	ENSG00000211934.2	IGHV1-2	immunoglobulin heavy variable 1-2 [Source:HGNC Symbol;Acc:5550]	14	106452671	106453170		del	del
ENSG00000253780	ENSG00000253780.1	IGHVIII-2-1	immunoglobulin heavy variable (III)-2-1 (pseudogene) [Source:HGNC Symbol;Acc:5695]	14	106467677	106467967		del	del
ENSG00000211935	ENSG00000211935.2	IGHV1-3	immunoglobulin heavy variable 1-3 [Source:HGNC Symbol;Acc:5552]	14	106471246	106471723		del	del
ENSG00000211936	ENSG00000211936.2	IGHV4-4	immunoglobulin heavy variable 4-4 [Source:HGNC Symbol;Acc:5652]	14	106478110	106478603		del	del
ENSG00000211937	ENSG00000211937.2	IGHV2-5	immunoglobulin heavy variable 2-5 [Source:HGNC Symbol;Acc:5576]	14	106494135	106494597		del	del
ENSG00000253387	ENSG00000253387.1	IGHVIII-5-1	immunoglobulin heavy variable (III)-5-1 (pseudogene) [Source:HGNC Symbol;Acc:5702]	14	106495898	106495996		del	del
ENSG00000254053	ENSG00000254053.1	IGHVIII-5-2	immunoglobulin heavy variable (III)-5-2 (pseudogene) [Source:HGNC Symbol;Acc:5703]	14	106501831	106502091		del	del
ENSG00000253763	ENSG00000253763.1	IGHV3-6	immunoglobulin heavy variable 3-6 (pseudogene) [Source:HGNC Symbol;Acc:5613]	14	106511782	106512231		del	del
ENSG00000211938	ENSG00000211938.2	IGHV3-7	immunoglobulin heavy variable 3-7 [Source:HGNC Symbol;Acc:5620]	14	106518400	106518932		del	del
ENSG00000211939	ENSG00000211939.2	IGHV1-8	immunoglobulin heavy variable 1-8 [Source:HGNC Symbol;Acc:5559]	14	106539079	106539577		del	del
ENSG00000211940	ENSG00000211940.2	IGHV3-9	immunoglobulin heavy variable 3-9 [Source:HGNC Symbol;Acc:5628]	14	106552285	106552809		del	del
ENSG00000254117	ENSG00000254117.1	IGHV2-10	immunoglobulin heavy variable 2-10 (pseudogene) [Source:HGNC Symbol;Acc:5574]	14	106559546	106559975		del	del
ENSG00000211941	ENSG00000211941.2	IGHV3-11	immunoglobulin heavy variable 3-11 (gene/pseudogene) [Source:HGNC Symbol;Acc:5580]	14	106573233	106573800		del	del
ENSG00000254215	ENSG00000254215.1	IGHVIII-11-1	immunoglobulin heavy variable (III)-11-1 (pseudogene) [Source:HGNC Symbol;Acc:5692]	14	106576803	106577069		del	del
ENSG00000254174	ENSG00000254174.1	IGHV1-12	immunoglobulin heavy variable 1-12 (pseudogene) [Source:HGNC Symbol;Acc:5546]	14	106579014	106579303		del	del
ENSG00000211942	ENSG00000211942.2	IGHV3-13	immunoglobulin heavy variable 3-13 [Source:HGNC Symbol;Acc:5581]	14	106586137	106586667		del	del
ENSG00000253412	ENSG00000253412.1	IGHVIII-13-1	immunoglobulin heavy variable (III)-13-1 (pseudogene) [Source:HGNC Symbol;Acc:5693]	14	106598995	106599285		del	del
ENSG00000253709	ENSG00000253709.1	IGHV1-14	immunoglobulin heavy variable 1-14 (pseudogene) [Source:HGNC Symbol;Acc:5547]	14	106602580	106602820		del	del
ENSG00000211943	ENSG00000211943.2	IGHV3-15	immunoglobulin heavy variable 3-15 [Source:HGNC Symbol;Acc:5582]	14	106610313	106610852		del	del
ENSG00000253458	ENSG00000253458.1	IGHVII-15-1	immunoglobulin heavy variable (II)-15-1 (pseudogene) [Source:HGNC Symbol;Acc:5671]	14	106620270	106620489		del	del
ENSG00000211944	ENSG00000211944.2	IGHV3-16	immunoglobulin heavy variable 3-16 (non-functional) [Source:HGNC Symbol;Acc:5583]	14	106621894	106622419		del	del
ENSG00000254210	ENSG00000254210.1	IGHVIII-16-1	immunoglobulin heavy variable (III)-16-1 (pseudogene) [Source:HGNC Symbol;Acc:5694]	14	106627589	106627721		del	del
ENSG00000254046	ENSG00000254046.1	IGHV1-17	immunoglobulin heavy variable 1-17 (pseudogene) [Source:HGNC Symbol;Acc:5548]	14	106631031	106631449		del	del
ENSG00000211945	ENSG00000211945.2	IGHV1-18	immunoglobulin heavy variable 1-18 [Source:HGNC Symbol;Acc:5549]	14	106641563	106642056		del	del
ENSG00000253883	ENSG00000253883.1	IGHV3-19	immunoglobulin heavy variable 3-19 (pseudogene) [Source:HGNC Symbol;Acc:5584]	14	106653371	106653661		del	del
ENSG00000211946	ENSG00000211946.2	IGHV3-20	immunoglobulin heavy variable 3-20 [Source:HGNC Symbol;Acc:5585]	14	106667581	106668095		del	del
ENSG00000253996	ENSG00000253996.1	IGHVII-20-1	immunoglobulin heavy variable (II)-20-1 (pseudogene) [Source:HGNC Symbol;Acc:5672]	14	106669468	106669951		del	del
ENSG00000211947	ENSG00000211947.2	IGHV3-21	immunoglobulin heavy variable 3-21 [Source:HGNC Symbol;Acc:5586]	14	106691673	106692203		del	del
ENSG00000253957	ENSG00000253957.1	IGHV3-22	immunoglobulin heavy variable 3-22 (pseudogene) [Source:HGNC Symbol;Acc:5587]	14	106714360	106714821		del	del
ENSG00000253345	ENSG00000253345.1	IGHVII-22-1	immunoglobulin heavy variable (II)-22-1 (pseudogene) [Source:HGNC Symbol;Acc:5673]	14	106719955	106720219		del	del
ENSG00000254045	ENSG00000254045.1	IGHVIII-22-2	immunoglobulin heavy variable (III)-22-2 (pseudogene) [Source:HGNC Symbol;Acc:5696]	14	106721281	106721308		del	del
ENSG00000211949	ENSG00000211949.2	IGHV3-23	immunoglobulin heavy variable 3-23 [Source:HGNC Symbol;Acc:5588]	14	106725201	106725733		del	del
ENSG00000211950	ENSG00000211950.2	IGHV1-24	immunoglobulin heavy variable 1-24 [Source:HGNC Symbol;Acc:5551]	14	106733144	106733639		del	del
ENSG00000253441	ENSG00000253441.1	IGHV3-25	immunoglobulin heavy variable 3-25 (pseudogene) [Source:HGNC Symbol;Acc:5589]	14	106745623	106746073		del	del
ENSG00000253367	ENSG00000253367.1	IGHVIII-25-1	immunoglobulin heavy variable (III)-25-1 (pseudogene) [Source:HGNC Symbol;Acc:5697]	14	106750162	106750402		del	del
ENSG00000211951	ENSG00000211951.2	IGHV2-26	immunoglobulin heavy variable 2-26 [Source:HGNC Symbol;Acc:5575]	14	106757650	106758116		del	del
ENSG00000253462	ENSG00000253462.1	IGHVIII-26-1	immunoglobulin heavy variable (III)-26-1 (pseudogene) [Source:HGNC Symbol;Acc:5698]	14	106765678	106765927		del	del
ENSG00000253482	ENSG00000253482.1	IGHVII-26-2	immunoglobulin heavy variable (II)-26-2 (pseudogene) [Source:HGNC Symbol;Acc:5674]	14	106770914	106771238		del	del
ENSG00000254326	ENSG00000254326.1	IGHV7-27	immunoglobulin heavy variable 7-27 (pseudogene) [Source:HGNC Symbol;Acc:5663]	14	106774086	106774499		del	del
ENSG00000211952	ENSG00000211952.2	IGHV4-28	immunoglobulin heavy variable 4-28 [Source:HGNC Symbol;Acc:5645]	14	106780513	106781017		del	del
ENSG00000254214	ENSG00000254214.1	IGHVII-28-1	immunoglobulin heavy variable (II)-28-1 (pseudogene) [Source:HGNC Symbol;Acc:5675]	14	106785676	106785916		del	del
ENSG00000253464	ENSG00000253464.1	IGHV3-29	immunoglobulin heavy variable 3-29 (pseudogene) [Source:HGNC Symbol;Acc:5590]	14	106787368	106787804		del	del
ENSG00000211953	ENSG00000211953.2	IGHV3-30	immunoglobulin heavy variable 3-30 [Source:HGNC Symbol;Acc:5591]	14	106791005	106791536		del	del
ENSG00000253491	ENSG00000253491.1	IGHVII-30-1	immunoglobulin heavy variable (II)-30-1 (pseudogene) [Source:HGNC Symbol;Acc:5676]	14	106798646	106798877		del	del
ENSG00000253587	ENSG00000253587.1	IGHV3-30-2	immunoglobulin heavy variable 3-30-2 (pseudogene) [Source:HGNC Symbol;Acc:5592]	14	106800319	106800757		del	del
ENSG00000231475	ENSG00000231475.2	IGHV4-31	immunoglobulin heavy variable 4-31 [Source:HGNC Symbol;Acc:5649]	14	106805209	106805716		del	del
ENSG00000253149	ENSG00000253149.1	IGHVII-31-1	immunoglobulin heavy variable (II)-31-1 (pseudogene) [Source:HGNC Symbol;Acc:5677]	14	106810597	106810633		del	del
ENSG00000254289	ENSG00000254289.1	IGHV3-32	immunoglobulin heavy variable 3-32 (pseudogene) [Source:HGNC Symbol;Acc:5595]	14	106812091	106812517		del	del
ENSG00000211955	ENSG00000211955.2	IGHV3-33	immunoglobulin heavy variable 3-33 [Source:HGNC Symbol;Acc:5596]	14	106815722	106816253		del	del
ENSG00000254203	ENSG00000254203.1	IGHVII-33-1	immunoglobulin heavy variable (II)-33-1 (pseudogene) [Source:HGNC Symbol;Acc:5678]	14	106823315	106823594		del	del
ENSG00000253440	ENSG00000253440.1	IGHV3-33-2	immunoglobulin heavy variable 3-33-2 (pseudogene) [Source:HGNC Symbol;Acc:5597]	14	106825038	106825477		del	del
ENSG00000211956	ENSG00000211956.2	IGHV4-34	immunoglobulin heavy variable 4-34 [Source:HGNC Symbol;Acc:5650]	14	106829594	106830076		del	del
ENSG00000253325	ENSG00000253325.1	IGHV7-34-1	immunoglobulin heavy variable 7-34-1 (pseudogene) [Source:HGNC Symbol;Acc:5664]	14	106833231	106833664		del	del
ENSG00000211957	ENSG00000211957.2	IGHV3-35	immunoglobulin heavy variable 3-35 (non-functional) [Source:HGNC Symbol;Acc:5598]	14	106845323	106845789		del	del
ENSG00000253240	ENSG00000253240.1	IGHV3-36	immunoglobulin heavy variable 3-36 (pseudogene) [Source:HGNC Symbol;Acc:5599]	14	106848685	106849142		del	del
ENSG00000253359	ENSG00000253359.1	IGHV3-37	immunoglobulin heavy variable 3-37 (pseudogene) [Source:HGNC Symbol;Acc:5600]	14	106852588	106853026		del	del
ENSG00000211958	ENSG00000211958.2	IGHV3-38	immunoglobulin heavy variable 3-38 (non-functional) [Source:HGNC Symbol;Acc:5601]	14	106866406	106866934		del	del
ENSG00000253989	ENSG00000253989.1	IGHVIII-38-1	immunoglobulin heavy variable (III)-38-1 (pseudogene) [Source:HGNC Symbol;Acc:5699]	14	106873942	106873995		del	del
ENSG00000211959	ENSG00000211959.2	IGHV4-39	immunoglobulin heavy variable 4-39 [Source:HGNC Symbol;Acc:5651]	14	106877619	106878126		del	del
ENSG00000253467	ENSG00000253467.1	IGHV7-40	immunoglobulin heavy variable 7-40 (pseudogene) [Source:HGNC Symbol;Acc:5666]	14	106881270	106881468		del	del
ENSG00000253294	ENSG00000253294.1	IGHVII-40-1	immunoglobulin heavy variable (II)-40-1 (pseudogene) [Source:HGNC Symbol;Acc:5679]	14	106896861	106896918		del	del
ENSG00000253705	ENSG00000253705.1	IGHV3-41	immunoglobulin heavy variable 3-41 (pseudogene) [Source:HGNC Symbol;Acc:5602]	14	106899044	106899493		del	del
ENSG00000254228	ENSG00000254228.1	IGHV3-42	immunoglobulin heavy variable 3-42 (pseudogene) [Source:HGNC Symbol;Acc:5603]	14	106919183	106919483		del	del
ENSG00000232216	ENSG00000232216.1	IGHV3-43	immunoglobulin heavy variable 3-43 [Source:HGNC Symbol;Acc:5604]	14	106926188	106926724		del	del
ENSG00000253597	ENSG00000253597.1	IGHVII-43-1	immunoglobulin heavy variable (II)-43-1 (pseudogene) [Source:HGNC Symbol;Acc:5680]	14	106928717	106928888		del	del
ENSG00000253588	ENSG00000253588.1	IGHVIII-44	immunoglobulin heavy variable (III)-44 (pseudogene) [Source:HGNC Symbol;Acc:5700]	14	106934226	106934399		del	del
ENSG00000253465	ENSG00000253465.1	IGHVIV-44-1	immunoglobulin heavy variable (IV)-44-1 (pseudogene) [Source:HGNC Symbol;Acc:5710]	14	106945352	106945763		del	del
ENSG00000253895	ENSG00000253895.1	IGHVII-44-2	immunoglobulin heavy variable (II)-44-2 (pseudogene) [Source:HGNC Symbol;Acc:5681]	14	106950148	106950397		del	del
ENSG00000211961	ENSG00000211961.2	IGHV1-45	immunoglobulin heavy variable 1-45 [Source:HGNC Symbol;Acc:5553]	14	106962931	106963424		del	del
ENSG00000211962	ENSG00000211962.2	IGHV1-46	immunoglobulin heavy variable 1-46 [Source:HGNC Symbol;Acc:5554]	14	106967049	106967788		present??	seems absent
ENSG00000253808	ENSG00000253808.1	IGHVII-46-1	immunoglobulin heavy variable (II)-46-1 (pseudogene) [Source:HGNC Symbol;Acc:5682]	14	106971752	106971788			
ENSG00000229092	ENSG00000229092.2	IGHV3-47	immunoglobulin heavy variable 3-47 (pseudogene) [Source:HGNC Symbol;Acc:5605]	14	106974509	106974954			
ENSG00000253862	ENSG00000253862.1	IGHVIII-47-1	immunoglobulin heavy variable (III)-47-1 (pseudogene) [Source:HGNC Symbol;Acc:5701]	14	106987143	106987473			
ENSG00000211964	ENSG00000211964.2	IGHV3-48	immunoglobulin heavy variable 3-48 [Source:HGNC Symbol;Acc:5606]	14	106993814	106994346		present	present
ENSG00000211965	ENSG00000211965.2	IGHV3-49	immunoglobulin heavy variable 3-49 [Source:HGNC Symbol;Acc:5607]	14	107012938	107013477		present	present?? low coverage compared to plex72
ENSG00000253386	ENSG00000253386.1	IGHVII-49-1	immunoglobulin heavy variable (II)-49-1 (pseudogene) [Source:HGNC Symbol;Acc:5683]	14	107020363	107020586		present	
ENSG00000253241	ENSG00000253241.1	IGHV3-50	immunoglobulin heavy variable 3-50 (pseudogene) [Source:HGNC Symbol;Acc:5608]	14	107022105	107022543		present	
ENSG00000211966	ENSG00000211966.2	IGHV5-51	immunoglobulin heavy variable 5-51 [Source:HGNC Symbol;Acc:5659]	14	107034729	107035221		present	present
ENSG00000254167	ENSG00000254167.1	IGHVIII-51-1	immunoglobulin heavy variable (III)-51-1 (pseudogene) [Source:HGNC Symbol;Acc:5704]	14	107039493	107039794		present	present
ENSG00000253941	ENSG00000253941.1	IGHVII-51-2	immunoglobulin heavy variable (II)-51-2 (pseudogene) [Source:HGNC Symbol;Acc:5684]	14	107040702	107040960		present	present
ENSG00000253545	ENSG00000253545.1	IGHV3-52	immunoglobulin heavy variable 3-52 (pseudogene) [Source:HGNC Symbol;Acc:5609]	14	107042360	107042810		present	present
ENSG00000211967	ENSG00000211967.2	IGHV3-53	immunoglobulin heavy variable 3-53 [Source:HGNC Symbol;Acc:5610]	14	107048672	107049341		present	present
ENSG00000253714	ENSG00000253714.1	IGHVII-53-1	immunoglobulin heavy variable (II)-53-1 (pseudogene) [Source:HGNC Symbol;Acc:5685]	14	107055682	107055936		present	present
ENSG00000253689	ENSG00000253689.1	IGHV3-54	immunoglobulin heavy variable 3-54 (pseudogene) [Source:HGNC Symbol;Acc:5611]	14	107057358	107057795		present	present
ENSG00000254395	ENSG00000254395.1	IGHV4-55	immunoglobulin heavy variable 4-55 (pseudogene) [Source:HGNC Symbol;Acc:5653]	14	107062111	107062561		present	present
ENSG00000253131	ENSG00000253131.1	IGHV7-56	immunoglobulin heavy variable 7-56 (pseudogene) [Source:HGNC Symbol;Acc:5667]	14	107065772	107066206		present	present
ENSG00000253759	ENSG00000253759.1	IGHV3-57	immunoglobulin heavy variable 3-57 (pseudogene) [Source:HGNC Symbol;Acc:5612]	14	107074907	107075186		present	present
ENSG00000211968	ENSG00000211968.2	IGHV1-58	immunoglobulin heavy variable 1-58 [Source:HGNC Symbol;Acc:5555]	14	107078373	107078869		present	present
ENSG00000224373	ENSG00000224373.2	IGHV4-59	immunoglobulin heavy variable 4-59 [Source:HGNC Symbol;Acc:5654]	14	107081806	107083830		present	present
ENSG00000253742	ENSG00000253742.1	IGHV3-60	immunoglobulin heavy variable 3-60 (pseudogene) [Source:HGNC Symbol;Acc:5614]	14	107087202	107087658		present	present
ENSG00000254329	ENSG00000254329.1	IGHVII-60-1	immunoglobulin heavy variable (II)-60-1 (pseudogene) [Source:HGNC Symbol;Acc:5686]	14	107093723	107093978		present	present
ENSG00000211970	ENSG00000211970.2	IGHV4-61	immunoglobulin heavy variable 4-61 [Source:HGNC Symbol;Acc:5655]	14	107095126	107095662		present	present
ENSG00000253132	ENSG00000253132.1	IGHV3-62	immunoglobulin heavy variable 3-62 (pseudogene) [Source:HGNC Symbol;Acc:5615]	14	107099145	107099588		present	present
ENSG00000253747	ENSG00000253747.1	IGHVII-62-1	immunoglobulin heavy variable (II)-62-1 (pseudogene) [Source:HGNC Symbol;Acc:5687]	14	107106555	107106789		present	present
ENSG00000253936	ENSG00000253936.1	IGHV3-63	immunoglobulin heavy variable 3-63 (pseudogene) [Source:HGNC Symbol;Acc:5616]	14	107108252	107108696		present	present
ENSG00000223648	ENSG00000223648.2	IGHV3-64	immunoglobulin heavy variable 3-64 [Source:HGNC Symbol;Acc:5617]	14	107113741	107114274		present	present
ENSG00000253209	ENSG00000253209.1	IGHV3-65	immunoglobulin heavy variable 3-65 (pseudogene) [Source:HGNC Symbol;Acc:5618]	14	107122108	107122548		present	present
ENSG00000253169	ENSG00000253169.1	IGHVII-65-1	immunoglobulin heavy variable (II)-65-1 (pseudogene) [Source:HGNC Symbol;Acc:5688]	14	107127813	107128060		present	present
ENSG00000211972	ENSG00000211972.2	IGHV3-66	immunoglobulin heavy variable 3-66 [Source:HGNC Symbol;Acc:5619]	14	107131033	107131560		present	present
ENSG00000253274	ENSG00000253274.1	IGHV1-67	immunoglobulin heavy variable 1-67 (pseudogene) [Source:HGNC Symbol;Acc:5556]	14	107136620	107137059		present	present
ENSG00000253820	ENSG00000253820.1	IGHVII-67-1	immunoglobulin heavy variable (II)-67-1 (pseudogene) [Source:HGNC Symbol;Acc:5689]	14	107142534	107142579		present	present
ENSG00000254036	ENSG00000254036.1	IGHVIII-67-2	immunoglobulin heavy variable (III)-67-2 (pseudogene) [Source:HGNC Symbol;Acc:5705]	14	107143130	107143217		present	present
ENSG00000253635	ENSG00000253635.1	IGHVIII-67-3	immunoglobulin heavy variable (III)-67-3 (pseudogene) [Source:HGNC Symbol;Acc:5706]	14	107148674	107148905		present	present
ENSG00000254052	ENSG00000254052.1	IGHVIII-67-4	immunoglobulin heavy variable (III)-67-4 (pseudogene) [Source:HGNC Symbol;Acc:5707]	14	107151119	107151414		present	present
ENSG00000253703	ENSG00000253703.1	IGHV1-68	immunoglobulin heavy variable 1-68 (pseudogene) [Source:HGNC Symbol;Acc:5557]	14	107159869	107160163		present	present
ENSG00000211973	ENSG00000211973.2	IGHV1-69	immunoglobulin heavy variable 1-69 [Source:HGNC Symbol;Acc:5558]	14	107169931	107170428		present	present
ENSG00000211974	ENSG00000211974.2	IGHV2-70	immunoglobulin heavy variable 2-70 [Source:HGNC Symbol;Acc:5577]	14	107178820	107179338		present	present
ENSG00000254056	ENSG00000254056.1	IGHV3-71	immunoglobulin heavy variable 3-71 (pseudogene) [Source:HGNC Symbol;Acc:5621]	14	107183396	107183857		present	present
ENSG00000225698	ENSG00000225698.2	IGHV3-72	immunoglobulin heavy variable 3-72 [Source:HGNC Symbol;Acc:5622]	14	107198932	107199471		present	present
ENSG00000211976	ENSG00000211976.2	IGHV3-73	immunoglobulin heavy variable 3-73 [Source:HGNC Symbol;Acc:5623]	14	107210932	107211471		present	present
ENSG00000224650	ENSG00000224650.2	IGHV3-74	immunoglobulin heavy variable 3-74 [Source:HGNC Symbol;Acc:5624]	14	107218676	107219365		present	present
ENSG00000254134	ENSG00000254134.1	IGHVII-74-1	immunoglobulin heavy variable (II)-74-1 (pseudogene) [Source:HGNC Symbol;Acc:5690]	14	107229405	107229645		present	present
ENSG00000254176	ENSG00000254176.1	IGHV3-75	immunoglobulin heavy variable 3-75 (pseudogene) [Source:HGNC Symbol;Acc:5625]	14	107231917	107232377		present	present
ENSG00000253247	ENSG00000253247.1	IGHV3-76	immunoglobulin heavy variable 3-76 (pseudogene) [Source:HGNC Symbol;Acc:5626]	14	107236097	107236391		present	present
ENSG00000253310	ENSG00000253310.1	IGHVIII-76-1	immunoglobulin heavy variable (III)-76-1 (pseudogene) [Source:HGNC Symbol;Acc:5708]	14	107239994	107240279		present	present
ENSG00000211978	ENSG00000211978.2	IGHV5-78	immunoglobulin heavy variable 5-78 (pseudogene) [Source:HGNC Symbol;Acc:5660]	14	107259338	107259632		present	present
ENSG00000253674	ENSG00000253674.1	IGHVII-78-1	immunoglobulin heavy variable (II)-78-1 (pseudogene) [Source:HGNC Symbol;Acc:5691]	14	107273842	107274110		present	present
ENSG00000254284	ENSG00000254284.1	IGHV3-79	immunoglobulin heavy variable 3-79 (pseudogene) [Source:HGNC Symbol;Acc:5627]	14	107275873	107276304		present	present
ENSG00000253128	ENSG00000253128.1	IGHV4-80	immunoglobulin heavy variable 4-80 (pseudogene) [Source:HGNC Symbol;Acc:5656]	14	107281000	107281252		present	present
ENSG00000211979	ENSG00000211979.2	IGHV7-81	immunoglobulin heavy variable 7-81 (non-functional) [Source:HGNC Symbol;Acc:5669]	14	107282792	107283280		present	present
ENSG00000253303	ENSG00000253303.1	IGHVIII-82	immunoglobulin heavy variable (III)-82 (pseudogene) [Source:HGNC Symbol;Acc:5709]	14	107287770	107288019			
ENSG00000188403	ENSG00000188403.7	IGHV1OR15-9	immunoglobulin heavy variable 1/OR15-9 (non-functional) [Source:HGNC Symbol;Acc:5569]	15	20169919	20170354			
ENSG00000259337	ENSG00000259337.4	IGHV1OR15-2	immunoglobulin heavy variable 1/OR15-2 (pseudogene) [Source:HGNC Symbol;Acc:5564]	15	20178035	20178471			
ENSG00000259490	ENSG00000259490.2	IGHV3OR15-7	immunoglobulin heavy variable 3/OR15-7 (pseudogene) [Source:HGNC Symbol;Acc:5633]	15	20192909	20193370			
ENSG00000270961	ENSG00000270961.1	IGHD5OR15-5A	immunoglobulin heavy diversity 5/OR15-5A (non-functional) [Source:HGNC Symbol;Acc:5512]	15	20209093	20209115			
ENSG00000271317	ENSG00000271317.1	IGHD4OR15-4A	immunoglobulin heavy diversity 4/OR15-4A (non-functional) [Source:HGNC Symbol;Acc:5506]	15	20210050	20210068			
ENSG00000270783	ENSG00000270783.1	IGHD3OR15-3A	immunoglobulin heavy diversity 3/OR15-3A (non-functional) [Source:HGNC Symbol;Acc:5500]	15	20211158	20211188			
ENSG00000271197	ENSG00000271197.1	IGHD2OR15-2A	immunoglobulin heavy diversity 2/OR15-2A (non-functional) [Source:HGNC Symbol;Acc:5493]	15	20213655	20213685			
ENSG00000271336	ENSG00000271336.1	IGHD1OR15-1A	immunoglobulin heavy diversity 1/OR15-1A (non-functional) [Source:HGNC Symbol;Acc:5487]	15	20216406	20216422			
ENSG00000270685	ENSG00000270685.1	IGHV1OR15-6	immunoglobulin heavy variable 1/OR15-6 (pseudogene) [Source:HGNC Symbol;Acc:5568]	15	20844768	20845194			
ENSG00000270824	ENSG00000270824.1	IGHD5OR15-5B	immunoglobulin heavy diversity 5/OR15-5B (non-functional) [Source:HGNC Symbol;Acc:5513]	15	21215823	21215845			
ENSG00000270451	ENSG00000270451.1	IGHD4OR15-4B	immunoglobulin heavy diversity 4/OR15-4B (non-functional) [Source:HGNC Symbol;Acc:5507]	15	21216780	21216798			
ENSG00000271255	ENSG00000271255.1	IGHD3OR15-3B	immunoglobulin heavy diversity 3/OR15-3B (non-functional) [Source:HGNC Symbol;Acc:5501]	15	21217888	21217918			
ENSG00000271305	ENSG00000271305.1	IGHD2OR15-2B	immunoglobulin heavy diversity 2/OR15-2B (non-functional) [Source:HGNC Symbol;Acc:5494]	15	21220377	21220407			
ENSG00000270185	ENSG00000270185.1	IGHD1OR15-1B	immunoglobulin heavy diversity 1/OR15-1B (non-functional) [Source:HGNC Symbol;Acc:5488]	15	21223129	21223145			
ENSG00000270505	ENSG00000270505.1	IGHV1OR15-1	immunoglobulin heavy variable 1/OR15-1 (non-functional) [Source:HGNC Symbol;Acc:5563]	15	22448382	22448819			
ENSG00000271288	ENSG00000271288.1	IGHV1OR15-3	immunoglobulin heavy variable 1/OR15-3 (pseudogene) [Source:HGNC Symbol;Acc:5565]	15	22466058	22466493			
ENSG00000259261	ENSG00000259261.2	IGHV4OR15-8	immunoglobulin heavy variable 4/OR15-8 (non-functional) [Source:HGNC Symbol;Acc:5658]	15	22472918	22473353			
ENSG00000270356	ENSG00000270356.1	IGHV1OR15-4	immunoglobulin heavy variable 1/OR15-4 (pseudogene) [Source:HGNC Symbol;Acc:5566]	15	22482836	22483268			
ENSG00000261704	ENSG00000261704.2	IGHV1OR16-1	immunoglobulin heavy variable 1/OR16-1 (pseudogene) [Source:HGNC Symbol;Acc:5570]	16	32046174	32046647			
ENSG00000260048	ENSG00000260048.2	IGHV1OR16-3	immunoglobulin heavy variable 1/OR16-3 (pseudogene) [Source:HGNC Symbol;Acc:5572]	16	32070405	32070693			
ENSG00000270472	ENSG00000270472.1	IGHV3OR16-9	immunoglobulin heavy variable 3/OR16-9 (non-functional) [Source:HGNC Symbol;Acc:5644]	16	32077386	32077679			
ENSG00000259303	ENSG00000259303.4	IGHV2OR16-5	immunoglobulin heavy variable 2/OR16-5 (non-functional) [Source:HGNC Symbol;Acc:5579]	16	32859034	32859477			
ENSG00000261834	ENSG00000261834.2	IGHV3OR16-15	immunoglobulin heavy variable 3/OR16-15 (pseudogene) [Source:HGNC Symbol;Acc:5639]	16	32914763	32915215			
ENSG00000270864	ENSG00000270864.1	IGHV3OR16-6	immunoglobulin heavy variable 3/OR16-6 (pseudogene) [Source:HGNC Symbol;Acc:5641]	16	32926395	32926857			
ENSG00000259852	ENSG00000259852.2	IGHV1OR16-2	immunoglobulin heavy variable 1/OR16-2 (pseudogene) [Source:HGNC Symbol;Acc:5571]	16	32989782	32990212			
